"","Nest_ID","Year_located","Project_ID","Transect_ID2","Trt_cat","Nest_Ht","Tree_sp","Orientation","cosOrientation","Initiation_date","NoFL_uncert","Trees_2550","Trees_50","pPIPO","start_date","end_date","a1000_areamn2","a1000_areaam2","a1000_areacv2","a1000_contag","a1000_pland2","a1000_pland1","a1000_lpi","a1000_lpi1","a1000_lpi2","a1000_np","a1000_np2","a1000_np1","a1000_proxmn2","a1000_Ha","a1000_PBu","a1000_RxBu","a1000_WFBu","n_burn","n_harvest","n_tx","Tm_since_b","Tm_since_h","Tm_since_tx","Time_groups","Init_day","Eg_start","Ne_start","Eg_end","Ne_end","No_eggs","No_young","Type","Tmax","PPT","Tmax_eg","PPT_eg","Tmax_ne","PPT_ne"
"107","EMMAOR_NELKT3-03A_2014",2014,"EMMAOR","EMMAOR_ELKT3","HB",6.9,"PIPO",175,-0.996194698091746,NA,0,125,10,0.578947368421053,NA,"05",1.99,52.3483009,503.0469971,11.1787996,40.8624001,31.3875008,25.7259998,10.0029001,25.7259998,140,63,77,92.1781998,11.8509998,16.8826008,34.5386009,0,1,2,3,"6","1","1","0-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
"108","EMMAOR_NELKT3-03A_2019",2019,"EMMAOR","EMMAOR_ELKT3","B",2.3,"PIPO",281,0.190808995376545,"2019-06-08",0,116.666666666667,25,0.541666666666667,"06","07",1.12846,24.1406994,451.5820007,9.0253401,33.4701996,32.8249016,19.4484997,19.4484997,15.1950998,157,91,66,41.3476982,15.0776997,15.0363998,54.6296997,0,3,0,3,"0","oot","0","0-5",159,"06","06","06","07",3,4,"egg+nestling",30.3,19,25,12,30.3,19
"109","EMMAOR_NELKT3-08A_2021",2021,"EMMAOR","EMMAOR_ELKT3","H",2.8,"PIPO",75,0.258819045102521,NA,NA,0,47.5,0.894736842105263,NA,"07",3.8225,84.2511978,458.7030029,27.5021,44.8518982,17.1310997,34.9369011,3.75477,34.9369011,98,36,62,111.9869995,68.2312012,9.2593203,0,0,0,2,2,"oot","1","1","0-5",NA,NA,NA,NA,"07",2,3,"egg+nestling",NA,0,NA,0,NA,0
"110","EMMAOR_NFLAGC1-02A_2015",2015,"EMMAOR","EMMAOR_FLAGC1","U",1.8,"PIPO",200,-0.939692620785908,"2015-05-30",3,66.6666666666667,20,0.4375,"05","07",7.98136,112.1019974,361.1860046,25.9759007,57.2308998,28.2488003,45.1451988,21.1205997,45.1451988,60,22,38,101.6669998,0,0,0,0,0,0,0,"oot","oot","oot","oot",150,NA,"05",NA,"07",0,3,"nestling",30.3,63,NA,0,30.3,63
"111","EMMAOR_NFLAGC1-05A_2015",2015,"EMMAOR","EMMAOR_FLAGC1","U",4,"JUOC",145,-0.819152044288992,"2015-06-07",0,41.6666666666667,7.5,0.3,"06","07",9.3109102,179.1139984,427.0480042,33.6544991,66.7645035,25.3446999,62.3936996,17.8645,62.3936996,54,22,32,159.6390076,0,0,0,0,0,0,0,"oot","oot","oot","oot",158,"06",NA,"07",NA,3,0,"egg",30.2,21,30.2,21,NA,0
"112","EMMAOR_NFLAGC1-05A_2019",2019,"EMMAOR","EMMAOR_FLAGC1","U",3.4,"JUOC",9,0.987688340595138,"2019-05-30",3,16.6666666666667,10,0.125,"05","07",9.6814299,176.2160034,414.7470093,35.1188011,66.2658005,23.6432991,61.6310005,18.4218006,61.6310005,54,21,33,158.0690002,0.205339,0,0,0,0,0,0,"oot","oot","oot","oot",150,"05","05","06","07",2,4,"egg+nestling",30.2,63,24.8,55,30.2,63
"113","EMMAOR_NFLAGC1-06A_2016",2016,"EMMAOR","EMMAOR_FLAGC1","U",1.7,"JUOC",104,-0.241921895599668,"2016-06-04",4,25,17.5,0.2,"06","07",14.1300001,213.5390015,375.6650085,44.4337997,73.6873016,18.6858006,71.604599,13.2883997,71.604599,46,16,30,281.6789856,0,0,0,0,0,0,0,"oot","oot","oot","oot",156,NA,"06",NA,"07",0,4,"nestling",30.3,21,NA,0,30.3,21
"114","EMMAOR_NFLAGC1-06A_2017",2017,"EMMAOR","EMMAOR_FLAGC1","U",4.2,"JUOC",340,0.939692620785908,"2017-05-25",3,58.3333333333333,20,0.4,"05","07",14.0230999,210.9589996,374.7479858,43.5993004,73.1299973,19.0965004,70.9005966,14.1683998,70.9005966,46,16,30,271.4779968,0,0,0,0,0,0,0,"oot","oot","oot","oot",145,"05","05","06","07",0,3,"nestling",30.2,63,24.8,55,30.2,63
"115","EMMAOR_NFLAGC1-07A_2014",2014,"EMMAOR","EMMAOR_FLAGC1","U",2.1,"JUOC",197,-0.956304755963035,NA,0,25,5,0.2,NA,"07",4.9180598,109.572998,461.2990112,21.2907009,49.6920013,36.6969986,41.9771004,26.5473995,41.9771004,56,31,25,99.8349991,0,0,0,0,0,0,0,"oot","oot","oot","oot",NA,NA,NA,"06","07",NA,NA,NA,NA,0,NA,0,NA,0
"116","EMMAOR_NFLAGC1-08A_2015",2015,"EMMAOR","EMMAOR_FLAGC1","U",9,"PIPO",224,-0.719339800338651,"2015-05-24",3,33.3333333333333,22.5,0.846153846153846,"05","07",4.3460498,111.4540024,496.4349976,19.8724995,53.8280983,38.9556999,44.0891991,23.4085999,44.0891991,62,38,24,80.8339996,0,0,0,0,0,0,0,"oot","oot","oot","oot",144,"05","05","06","07",5,3,"egg",30.3,63,24.9,55,30.3,63
"117","EMMAOR_NFLAGC2-03A_2019",2019,"EMMAOR","EMMAOR_FLAGC2","HB",6,"PIPO",262,-0.139173100960066,"2019-06-05",2,75,10,0.307692307692308,"06","07",0.876122,9.17377,307.7479858,43.3762016,13.9924002,72.9245987,72.0152969,72.0152969,4.6641202,66,49,17,8.0546703,82.0475006,1.34004,77.3529968,0,2,2,4,"6","11","6","6-10",156,NA,"06",NA,"07",0,2,"nestling",31,22,NA,0,31,22
"118","EMMAOR_NFLAGC2-06A_2019",2019,"EMMAOR","EMMAOR_FLAGC2","HB",12.3,"PIPO",19,0.945518575599317,"2019-06-12",1,50,12.5,0.545454545454545,"06","07",0.588462,5.2718801,282.1130066,60.7094994,7.4801998,72.8072968,71.9859009,71.9859009,3.31475,47,39,8,3.9452,82.3702011,1.9352601,82.7386017,0,2,2,4,"6","11","6","6-10",163,NA,"06",NA,"07",NA,NA,NA,31.7,20,NA,0,31.7,20
"119","EMMAOR_NFLAGC2-10A_2015",2015,"EMMAOR","EMMAOR_FLAGC2","HB",1.95,"JUOC",182,-0.999390827019096,"2015-05-26",4,133.333333333333,20,0.375,"05","07",0.232941,0.432273,92.5048981,70.7947006,3.8721001,68.6712036,66.2950974,66.2950974,0.322675,65,51,14,0.959792,88.1783981,2.0148301,87.885498,0,2,3,5,"2","5","2","0-5",146,"05","05","06","07",4,1,"egg",31.9,57,26.5,50,31.9,57
"120","EMMAOR_NFLAGC2-10A_2019",2019,"EMMAOR","EMMAOR_FLAGC2","HB",7.5,"PIPO",283,0.224951054343865,"2019-05-27",3,50,20,0.785714285714286,"05","07",0.293684,0.763548,126.4869995,64.5207977,5.4561501,67.2338028,63.7723999,63.7723999,0.616016,74,57,17,1.5731,85.4208984,5.7866802,85.4377975,0,1,1,2,"6","9","6","6-10",147,NA,"05",NA,"07",0,3,"nestling",31.8,57,NA,0,31.8,57
"121","EMMAOR_NMDC1-07A_2017",2017,"EMMAOR","EMMAOR_MDC1","U",2.8,"PIPO",230,-0.64278760968654,"2017-05-21",4,83.3333333333333,7.5,1,"05","07",1.18603,23.1865005,430.6940002,9.1416502,28.2194004,39.6596985,28.4834003,28.4834003,12.467,156,73,83,39.5854988,0,0,0,0,0,0,0,"oot","oot","oot","oot",141,NA,"05",NA,"06",0,4,"nestling",31,49,NA,0,25.7,41
"122","EMMAOR_NMDC2-04A_2019",2019,"EMMAOR","EMMAOR_MDC2","U",2.2,"POTR5",182,-0.999390827019096,"2019-06-01",4,16.6666666666667,22.5,0.833333333333333,"06","07",3.11625,26.5653,274.3129883,17.9540005,32.5022011,49.5452995,45.1158981,45.1158981,13.7869997,64,32,32,56.0203018,0,0,0,0,0,0,0,"oot","oot","oot","oot",152,NA,"06",NA,"07",0,4,"nestling",29.3,23,NA,0,29.3,23
"123","EMMAOR_NPAWT1-01A_2019",2019,"EMMAOR","128","B",2,"PIPO",291,0.3583679495453,"2019-05-30",0,58.3333333333333,30,1,"05","07",0.252,0.398571,76.264801,81.1179962,1.23203,42.3291016,25.0806999,25.0806999,0.264007,38,15,23,0.962029,0,0.881688,98.8604965,0,1,0,1,"9","oot","9","6-10",150,NA,"05",NA,"07",1,2,"egg+nestling",31.3,47,NA,0,31.3,47
"124","EMMAOR_NPAWT1-02A_2014",2014,"EMMAOR","EMMAOR_PAWT1","U",3.4,"PIPO",91,-0.0174524064372835,NA,0,175,27.5,1,NA,"06",2.2446301,126.447998,743.8660278,15.1306,49.0172997,39.3664017,44.9398994,33.6169014,44.9398994,115,67,48,130.8529968,7.7442098,0,3.3644199,0,0,0,0,"oot","oot","oot","oot",NA,NA,NA,"06",NA,NA,NA,NA,NA,0,NA,0,NA,0
"125","EMMAOR_NPAWT1-03A_2016",2016,"EMMAOR","EMMAOR_PAWT1","H",1.2,"PIPO",58,0.529919264233205,"2016-06-03",2,33.3333333333333,10,1,"06","07",3.2850001,152.4629974,673.8839722,18.1711998,55.6762009,33.9688988,52.5960999,22.9979,52.5960999,103,52,51,217.8650055,23.2033005,0,8.7818699,0,0,1,1,"oot","0","0","0-5",155,"06","06","06","07",4,2,"egg",31.1,17,25.6,8,31.1,17
"126","EMMAOR_NPAWT1-03A_2017",2017,"EMMAOR","EMMAOR_PAWT1","H",4.9,"PIPO",155,-0.90630778703665,"2017-05-28",2,8.33333333333333,10,1,"05","07",5.1300001,104.5749969,440.2839966,24.3237,36.7849998,52.0387001,43.1505013,43.1505013,35.4062996,56,22,34,125.836998,41.8011017,0,3.6763501,0,0,2,2,"oot","0","0","0-5",148,NA,"05",NA,"07",0,3,"nestling",31.1,46,NA,0,31.1,46
"127","EMMAOR_NPAWT1-03A_2019",2019,"EMMAOR","EMMAOR_PAWT1","H",1,"PIPO",53,0.601815023152048,"2019-05-17",3,0,5,1,"05","07",4.9147801,105.1009979,451.4930115,24.1599007,36.8437004,52.7134018,43.3558006,43.3558006,35.5236015,54,23,31,134.7689972,40.2756996,17.2040997,3.29758,0,0,4,4,"oot","0","0","0-5",137,"05","05","05","06",5,3,"egg",31.1,46,16.2,29,25.7,37
"128","EMMAOR_NPAWT1-03A_2021",2021,"EMMAOR","EMMAOR_PAWT1","H",1.15,"PIPO",50,0.642787609686539,NA,NA,108.333333333333,2.5,1,NA,"07",4.82727,97.9263,439.1589966,26.0562992,34.6142998,54.7667999,47.1986008,47.1986008,33.2355995,52,22,30,115.0879974,46.0251999,20.5685005,1.3750499,0,0,4,4,"oot","2","2","0-5",NA,NA,NA,"06","07",5,3,"egg",NA,0,NA,0,NA,0
"129","EMMAOR_NPAWT1-04A_2015",2015,"EMMAOR","EMMAOR_PAWT1","U",3.2,"PIPO",259,-0.190808995376545,"2015-06-10",0,25,37.5,1,"06","07",2.03918,123.2870026,771.098999,14.6253996,48.5186005,40.0704002,44.1478004,34.7902985,44.1478004,120,73,47,124.6470032,7.6855402,0,1.73155,0,0,0,0,"oot","oot","oot","oot",161,"06","06","06","07",4,2,"egg",31.1,17,25.7,8,31.1,17
"130","EMMAOR_NPAWT1-05A_2015",2015,"EMMAOR","EMMAOR_PAWT1","U",0.7,"PIPO",65,0.422618261740699,"2015-06-01",4,83.3333333333333,0,0.833333333333333,"06","07",0.518067,18.2812996,585.5549927,22.1138992,20.0939007,53.1828003,46.1132011,46.1132011,10.8535995,146,119,27,14.5500002,5.72015,6.25458,0,0,0,0,0,"oot","oot","oot","oot",152,NA,"06",NA,"07",0,4,"nestling",31.2,17,NA,0,31.2,17
"131","EMMAOR_NPAWT1-05A_2019",2019,"EMMAOR","EMMAOR_PAWT1","H",1.8,"PIPO",188,-0.99026806874157,"2019-05-25",2,66.6666666666667,10,1,"05","07",0.958064,16.4955997,402.7120056,57.0071983,9.6802597,62.7457008,60.5456009,60.5456009,7.1575198,46,31,15,5.03441,63.1856995,31.7630997,0,0,0,4,4,"oot","0","0","0-5",145,NA,"05",NA,"07",0,2,"nestling",31.2,46,NA,0,31.2,46
"132","EMMAOR_NPAWT1-05A_2021",2021,"EMMAOR","EMMAOR_PAWT1","H",2.9,"PIPO",235,-0.573576436351046,NA,NA,41.6666666666667,10,1,NA,"07",1.11724,21.2935009,424.9590149,58.6519012,10.5602999,68.524498,67.3510971,67.3510971,8.5362301,46,29,17,2.3403101,70.1965027,36.6903,0,0,0,4,4,"oot","2","2","0-5",NA,NA,NA,NA,"07",0,3,"nestling",NA,0,NA,0,NA,0
"133","EMMAOR_NPAWT1-07A_2015",2015,"EMMAOR","EMMAOR_PAWT1","U",2,"PIPO",12,0.978147600733806,NA,0,50,7.5,1,NA,"07",0.284276,1.1252,171.9920044,31.4999008,13.4350004,59.4015999,57.1428986,57.1428986,1.4373699,162,145,17,4.0563598,22.2059002,0.378776,0,0,0,0,0,"oot","oot","oot","oot",NA,NA,NA,NA,"07",0,3,"nestling",NA,0,NA,0,NA,0
"134","EMMAOR_NPAWT1-08A_2015",2015,"EMMAOR","EMMAOR_PAWT1","H",1.5,"PIPO",178,-0.999390827019096,"2015-06-01",3,16.6666666666667,65,0.928571428571429,"06","07",1.04128,40.7341995,617.4089966,13.6162004,29.1874008,54.4147987,52.2733994,52.2733994,19.5365009,113,86,27,34.9557991,27.9554005,0,1.53102,0,0,1,1,"oot","8","8","6-10",152,"06","06","06","07",4,3,"egg",31.1,17,25.7,8,31.1,17
"135","EMMAOR_NPAWT1-08A_2021",2021,"EMMAOR","EMMAOR_PAWT1","U",5,"JUOC",51,0.629320391049837,NA,NA,158.333333333333,12.5,0.125,NA,"07",1.47706,47.2719002,556.8129883,11.1801004,32.7369003,51.3054008,43.8544998,43.8544998,22.2646008,89,68,21,67.3295975,35.9636002,30.6616993,3.7304599,0,0,0,0,"oot","oot","oot","oot",NA,NA,NA,NA,"07",0,4,"nestling",NA,0,NA,0,NA,0
"136","EMMAOR_NPAWT1-09A_2014",2014,"EMMAOR","EMMAOR_PAWT1","H",1,"PIPO",232,-0.615661475325658,NA,0,166.666666666667,0,1,NA,"06",0.364406,2.61062,248.2749939,26.0886002,16.9845009,61.4842987,60.5456009,60.5456009,2.64007,159,143,16,5.81428,32.7369003,0,0,0,0,1,1,"oot","7","7","6-10",NA,NA,NA,"06",NA,NA,NA,NA,NA,0,NA,0,NA,0
"137","EMMAOR_NPAWT1-09A_2019",2019,"EMMAOR","EMMAOR_PAWT1","H",5.4,"PIPO",48,0.669130606358858,"2019-05-17",2,58.3333333333333,7.5,0.9,"05","07",0.562075,12.2479,455.9660034,54.8325996,9.70959,71.6339035,70.7246017,70.7246017,6.1894999,71,53,18,5.4827299,62.7750015,38.3390999,0,0,0,4,4,"oot","0","0","0-5",137,NA,"05",NA,"06",0,3,"nestling",31.2,46,NA,0,25.8,37
"138","EMMAOR_NPRONGC1-01A_2019",2019,"EMMAOR","143","B",1.7,"PIPO",283,0.224951054343865,"2019-05-20",3,16.6666666666667,12.5,1,"05","07",0.514737,1.9236799,165.4450073,45.5554008,9.5629196,56.1748009,54.4147987,54.4147987,1.4373699,80,57,23,5.41575,0,0,95.5087967,0,3,0,3,"7","oot","7","6-10",140,NA,"05",NA,"07",0,3,"nestling",31.3,47,NA,0,31.3,47
"139","EMMAOR_NPRONGC2-01A_2015",2015,"EMMAOR","EMMAOR_PRONGC2","HB",1.65,"PIPO",244,-0.438371146789078,"2015-05-27",2,91.6666666666667,2.5,1,"05","07",1.27653,9.7970505,258.355011,28.7031002,20.3871994,47.9319,42.2117996,42.2117996,5.7494898,101,49,52,16.0706005,19.6539001,32.6797981,77.4834976,0,1,2,3,"3","8","3","0-5",147,"05","05","06","07",5,0,"egg",30.9,48,25.5,38,30.9,48
"140","EMMAOR_NPRONGC2-01A_2019",2019,"EMMAOR","EMMAOR_PRONGC2","HB",1.7,"PIPO",215,-0.819152044288992,NA,0,41.6666666666667,0,0.8,NA,"07",1.3839999,12.2357998,280.0159912,28.6798992,20.2992001,47.4919014,40.3637009,40.3637009,6.42417,94,45,49,19.4848995,18.5685005,32.2627983,72.8172989,0,1,3,4,"7","12","7","6-10",NA,NA,NA,"07",NA,NA,NA,NA,NA,0,NA,0,NA,0
"141","EMMAOR_NPRONGC2-08A_2019",2019,"EMMAOR","EMMAOR_PRONGC2","HB",2.4,"PIPO",232,-0.615661475325658,"2019-06-01",0,75,10,0.769230769230769,"06","07",1.88308,36.634201,429.5859985,26.3316994,23.9365997,45.9958992,41.1557999,41.1557999,16.5151005,93,39,54,38.9754982,6.42417,42.8972015,65.7923965,0,2,1,3,"10","14","10","6-10",152,"06","06","06","07",3,2,"egg",30.9,18,25.5,8,30.9,18
"142","EMMAOR_NRATT1-01A_2014",2014,"EMMAOR","EMMAOR_RATT1","H",1.6,"PIPO",285,0.25881904510252,"2014-06-06",2,91.6666666666667,25,0.761904761904762,"06","07",2.1129501,23.5692997,318.6640015,19.9400997,30.3020992,51.1879997,40.7158012,40.7158012,13.875,81,44,37,25.9573002,11.323,1.92889,0,0,0,1,1,"oot","9","9","6-10",157,NA,"06",NA,"07",NA,NA,NA,30.4,21,NA,0,30.4,21
"143","EMMAOR_NRATT1-03A_2017",2017,"EMMAOR","EMMAOR_RATT1","U",1.9,"JUOC",274,0.0697564737441252,"2017-05-30",3,75,37.5,0.0833333333333333,"05","07",3.6900001,49.4729004,352.2399902,13.7931995,39.6890984,43.1212006,33.4408989,33.4408989,23.6140003,70,33,37,74.7591019,2.4640701,0,0,0,0,0,0,"oot","oot","oot","oot",150,NA,"05",NA,"07",0,3,"nestling",30.6,50,NA,0,30.6,50
"144","EMMAOR_NRATT1-07A_2016",2016,"EMMAOR","EMMAOR_RATT1","U",1.8,"JUOC",356,0.997564050259824,"2016-05-27",3,108.333333333333,2.5,0.357142857142857,"05","07",3.2423699,30.0426006,287.5,13.2985001,40.1584015,46.0251999,40.9798012,40.9798012,16.7497997,79,38,41,49.5295982,5.33881,1.235,0,0,0,0,0,"oot","oot","oot","oot",148,NA,"05",NA,"07",0,3,"nestling",31,50,NA,0,31,50
"145","EMMAOR_NRATT1-10A_2015",2015,"EMMAOR","EMMAOR_RATT1","U",2,"JUOC",232,-0.615661475325658,NA,0,75,25,0.0526315789473684,NA,"07",4.2670598,108.8639984,495.1029968,13.9039001,47.2865982,41.4197998,40.8917999,28.9234009,40.8917999,79,34,45,136.7059937,0.146671,0.21326,0,0,0,0,0,"oot","oot","oot","oot",NA,NA,NA,NA,"07",1,3,"egg+nestling",NA,0,NA,0,NA,0
"146","EMMAOR_NRATT1-10A_2016",2016,"EMMAOR","EMMAOR_RATT1","U",1.5,"JUOC",109,-0.325568154457157,"2016-05-27",2,108.333333333333,27.5,0.0416666666666667,"05","07",5.046,129.8370056,497.2980042,14.4579,49.3400002,39.8944016,45.6731987,23.7019997,45.6731987,77,30,47,182.6230011,0.616016,0.71299,0,0,0,0,0,"oot","oot","oot","oot",148,"05","05","06","07",2,2,"egg+nestling",30.9,50,25.7,42,30.9,50
"147","EMMAOR_NRATT1-10A_2017",2017,"EMMAOR","EMMAOR_RATT1","U",2,"JUOC",232,-0.615661475325658,"2017-05-26",1,75,25,0.0526315789473684,"05","07",4.2670598,108.8639984,495.1029968,13.9039001,47.2865982,41.4197998,40.8917999,28.9234009,40.8917999,79,34,45,136.7059937,0.146671,0.21326,0,0,0,0,0,"oot","oot","oot","oot",146,"05","05","06","06",4,1,"egg",30.9,50,25.7,42,25.7,42
"148","EMMAOR_NRATT2-10A_2017",2017,"EMMAOR","EMMAOR_RATT2","U",3.7,"JUOC",350,0.984807753012208,"2017-05-27",3,41.6666666666667,27.5,0.6875,"05","07",9.3690004,162.7429962,404.6029968,19.7719994,61.0736008,28.2780991,56.8787994,5.72015,56.8787994,88,20,68,297.8819885,0,0,0,0,0,0,0,"oot","oot","oot","oot",147,NA,"05",NA,"06",0,3,"nestling",31.2,48,NA,0,26.1,41
"149","EMMAOR_NRATT2-10A_2019",2019,"EMMAOR","EMMAOR_RATT2","U",1.9,"PIPO",135,-0.707106781186547,"2019-05-30",0,75,5,0.545454545454545,"05","07",10.6306,152.7389984,365.6199951,20.0345993,58.9029007,27.6620998,54.0920982,7.06952,54.0920982,79,17,62,289.6600037,0,0,0,0,0,0,0,"oot","oot","oot","oot",150,"05","05","06","07",4,4,"egg",31.2,48,26.1,41,31.2,48
"150","EMMAOR_NSAGEC1-08A_2019",2019,"EMMAOR","EMMAOR_SAGEC1","H",1.5,"PIPO",92,-0.034899496702501,"2019-06-06",3,41.6666666666667,12.5,0.833333333333333,"06","07",1.038,38.1124001,597.6389771,17.2492008,25.3740005,42.4757996,24.3766003,24.3766003,17.6884995,117,75,42,19.4850006,41.7131004,41.1400986,0,0,0,3,3,"oot","2","2","0-5",157,NA,"06",NA,"07",0,3,"nestling",32.4,18,NA,0,32.4,18
"151","EMMAOR_NSAGEC1-09A_2015",2015,"EMMAOR","EMMAOR_SAGEC1","U",1.1,"JUOC",18,0.951056516295154,"2015-05-29",0,50,17.5,0.769230769230769,"05","07",3.3699999,100.7639999,537.5889893,15.4568996,39.5424004,48.0199013,43.2092018,43.2092018,36.0223007,81,36,45,57.6329994,21.7071991,21.4214993,0,0,0,0,0,"oot","oot","oot","oot",149,"05","05","06","07",5,2,"egg",32.2,43,26.9,35,32.2,43
"152","EMMAOR_NSAGEC1-09A_2019",2019,"EMMAOR","EMMAOR_SAGEC1","U",1.3,"JUOC",9,0.987688340595138,"2019-05-18",3,16.6666666666667,7.5,0,"05","07",4.6893101,108.064003,469.5180054,13.7470999,44.3237991,44.7639008,39.4543991,20.6219006,39.4543991,90,29,61,95.8572006,22.6753006,22.6979008,0,0,0,0,0,"oot","oot","oot","oot",138,NA,"05",NA,"06",0,3,"nestling",32.2,43,NA,0,26.9,35
"153","EMMAOR_NSAGEC1-10A_2015",2015,"EMMAOR","EMMAOR_SAGEC1","H",0.8,"PIPO",101,-0.190808995376545,"2015-05-28",0,0,35,1,"05","07",2.4696,47.9818001,429.2900085,31.4356995,20.1231995,43.9718018,35.3182983,35.3182983,17.7178001,58,25,33,13.5450001,37.0489998,19.8682003,0,0,0,1,1,"oot","4","4","0-5",148,"05","05","06","07",5,4,"egg",32.4,42,27.2,34,32.4,42
"154","EMMAOR_NSAGEC1-10A_2019",2019,"EMMAOR","EMMAOR_SAGEC1","U",0.9,"JUOC",75,0.258819045102521,"2019-05-20",2,91.6666666666667,10,0.666666666666667,"05","07",3.9445701,117.0510025,535.4810181,15.6667004,44.9985008,40.6571007,41.4197998,26.7819996,41.4197998,89,35,54,72.7930984,28.8353996,28.6532993,0,0,0,0,0,"oot","oot","oot","oot",140,NA,"05",NA,"06",0,2,"nestling",32.3,43,NA,0,27,35
"155","EMMAOR_NSAGEC1-10B_2015",2015,"EMMAOR","EMMAOR_SAGEC1","H",3.35,"JUOC",0,1,"2015-05-25",1,75,15,0.0666666666666667,"05","07",4.4767699,116.9469986,501.230011,15.6639996,45.2332001,33.9981995,41.5078011,24.1420002,41.5078011,91,31,60,98.1119003,28.4540997,28.3349991,0,0,0,1,1,"oot","3","3","0-5",145,NA,"05",NA,"07",0,1,"nestling",32.3,43,NA,0,32.3,43
"156","EMMAOR_NUPCA1-04A_2016",2016,"EMMAOR","EMMAOR_UPCA1","U",12.5,"PIPO",127,-0.601815023152048,"2016-05-27",3,58.3333333333333,12.5,0.846153846153846,"05","07",5.2827301,151.5279999,526.1530151,22.8894005,56.8202019,23.4085999,52.948101,9.82693,52.948101,123,33,90,187.227005,0,0,0,0,0,0,0,"oot","oot","oot","oot",148,NA,"05",NA,"07",0,3,"nestling",31.6,45,NA,0,31.6,45
"157","EMMAOR_NUPCA1-04A_2017",2017,"EMMAOR","EMMAOR_UPCA1","U",1.7,"JUOC",222,-0.743144825477394,"2017-05-23",3,33.3333333333333,22.5,0.230769230769231,"05","07",5.5574999,156.6490021,521.4110107,25.1679993,57.9641991,22.8806,54.3853989,9.5042496,54.3853989,110,32,78,186.4329987,0,0,0,0,0,0,0,"oot","oot","oot","oot",143,NA,"05",NA,"06",0,3,"nestling",31.6,45,NA,0,26.4,38
"158","EMMAOR_NUPCA1-05A_2017",2017,"EMMAOR","EMMAOR_UPCA1","U",8.6,"PIPO",324,0.809016994374947,"2017-05-22",3,0,10,0.666666666666667,"05","07",3.4102199,124,594.6530151,17.3805008,51.1293983,25.843399,45.4091988,12.1737003,45.4091988,140,46,94,124.6539993,0,0,0,0,0,0,0,"oot","oot","oot","oot",142,"05","05","06","06",4,3,"egg",31.6,45,26.5,38,26.5,38
"159","EMMAOR_NUPCA1-08A_2017",2017,"EMMAOR","EMMAOR_UPCA1","U",2.1,"PIPO",144,-0.809016994374947,"2017-05-22",3,41.6666666666667,20,1,"05","07",8.0955,140.6609955,404.6629944,15.5065002,52.7720985,27.9846992,49.1640015,11.5283003,49.1640015,113,20,93,200.4530029,0,0,0,0,0,0,0,"oot","oot","oot","oot",142,"05","05","06","06",4,3,"egg",32,45,26.9,38,26.9,38
"160","EMMAOR_NUPCB1-04A_2017",2017,"EMMAOR","EMMAOR_UPCB1","U",2.2,"PIPO",352,0.99026806874157,"2017-05-24",2,25,25,1,"05","07",1.0701801,25.5223007,478.0020142,14.8276997,19.1844997,36.9609985,26.8994007,26.8994007,12.467,115,55,60,28.2154999,0,0,0,0,0,0,0,"oot","oot","oot","oot",144,"05","05","06","06",4,3,"egg",31.3,44,26.1,37,26.1,37
"161","EMMAOR_NUPCB1-07A_2017",2017,"EMMAOR","EMMAOR_UPCB1","U",2.9,"JUOC",226,-0.694658370458997,"2017-06-01",2,58.3333333333333,12.5,0,"06","07",1.77545,43.2905998,483.5580139,15.7058001,25.4619999,40.0997009,29.8034992,29.8034992,18.8617992,73,44,29,43.4864998,0,0,0,0,0,0,0,"oot","oot","oot","oot",152,"06","06","06","07",3,2,"egg",31.1,18,25.9,11,31.1,18
"162","EMMAOR_NUPCB1-07A_2019",2019,"EMMAOR","EMMAOR_UPCB1","U",2.9,"JUOC",226,-0.694658370458997,"2019-05-30",3,58.3333333333333,12.5,0,"05","07",1.77545,43.2905998,483.5580139,15.7058001,25.4619999,40.0997009,29.8034992,29.8034992,18.8617992,73,44,29,43.4864998,0,0,0,0,0,0,0,"oot","oot","oot","oot",150,NA,"05",NA,"07",0,3,"nestling",31.1,46,NA,0,31.1,46
"163","EMMAOR_NWOLFC1-01A_2017",2017,"EMMAOR","EMMAOR_WOLFC1","U",1.75,"JUOC",160,-0.939692620785908,"2017-05-25",3,91.6666666666667,5,0.538461538461538,"05","07",0.973448,28.5303993,532.0579834,10.3900995,27.6033993,35.0542984,15.4590998,13.875,15.4590998,155,87,68,42.4832001,0,0,0,0,0,0,0,"oot","oot","oot","oot",145,NA,"05",NA,"07",0,3,"nestling",30.7,50,NA,0,30.7,50
"164","EMMAOR_NWOLFC1-01A_2019",2019,"EMMAOR","EMMAOR_WOLFC1","U",3.2,"PIPO",154,-0.898794046299167,"2019-05-22",3,41.6666666666667,5,0.125,"05","07",0.998276,28.1140003,521.177002,10.6569996,28.3073997,34.8782997,25.5499992,25.5499992,15.4590998,153,87,66,43.0797997,0,0,0,0,0,0,0,"oot","oot","oot","oot",142,"05","05","06","07",7,3,"egg",30.7,50,25.3,43,30.7,50
