"","Nest_ID","a5x5_areawm","a500_areawm","a750_areawm","a1000_areawm","a5x5_areamn","a500_areamn","a750_areamn","a1000_areamn","a5x5_areacv","a500_areacv","a750_areacv","a1000_areacv","a5x5_proxmn","a500_proxmn","a750_proxmn","a1000_proxmn","a5x5_proxam","a500_proxam","a750_proxam","a1000_proxam","a5x5_pland","a500_pland","a750_pland","a1000_pland","a5x5_np","a500_np","a750_np","a1000_np","a5x5_Ha","a500_Ha","a750_Ha","a1000_Ha","a5x5_Bu","a500_Bu","a750_Bu","a1000_Bu"
"152","EMMAOR_NPAWT1-08A_2015",0.65,3.6881101,11.5930004,40.7341995,0.405,0.684,0.852632,1.04128,77.7778015,209.5700073,354.9190063,617.4089966,0.5,7.50986,19.7334995,34.9557991,0.197531,6.7655702,17.6313992,39.719101,36,23.8393993,27.5370007,29.1874008,4,28,66,113,52,50.0555,40.8465004,27.9554005,0,0,0,1.3787
"153","EMMAOR_NPAWT1-08A_2021",0,8.2252798,30.8262997,47.2719002,0,1.5,1.56692,1.47706,0,211.7429962,432.1239929,556.8129883,0,20.1030998,39.2284012,67.3295975,0,10.6626997,42.5351982,65.4072037,0,31.3675995,34.6251984,32.7369003,1,19,57,89,0,40.5105019,39.0616989,35.9636002,0,35.4051018,31.5655003,34.2328987
"154","EMMAOR_NPAWT1-09A_2014",0.135,0.718657,0.90929,2.61062,0.12,0.309231,0.296809,0.364406,35.3553009,115.0660019,143.651001,248.2749939,0.460256,3.0945201,3.7033701,5.81428,0.426923,3.1684699,4.83459,7.1472301,16,16.8129997,15.8083,16.9845009,4,41,101,159,48,52.3862,44.3140984,32.7369003,0,0,0,0
"155","EMMAOR_NPAWT1-09A_2019",0,0.322941,0.338451,12.2479,0,0.218571,0.182571,0.562075,0,69.1019974,92.4011993,455.9660034,0,0.564637,0.917987,5.4827299,0,0.617994,0.88961,4.0468502,0,2.1329999,3.6206,9.70959,1,10,39,71,76,85.9045029,74.7577972,62.7750015,60,70.5882034,53.0341988,38.5744019
"156","EMMAOR_NPAWT1-10A_2014",0.45,0.365745,0.520207,0.673526,0.45,0.216923,0.246477,0.246414,1.2e-06,82.828598,105.3840027,131.6549988,0,2.1396,2.86938,3.13381,0,2.3545899,3.43695,3.81584,20,11.7941999,12.2896004,11.6456003,3,40,95,159,0,9.9889002,17.1851006,21.5898991,0,0,0,0
"157","EMMAOR_NPRONGC1-01A_2019",0,1.54714,1.5165,1.9236799,0,0.4725,0.514286,0.514737,0,150.8099976,139.5980072,165.4450073,0,1.98715,3.3337801,5.41575,0,1.62719,4.27531,7.8383198,0,7.9046402,8.1590996,9.5629196,1,14,35,80,0,0,0,0,100,98.3351974,94.7475967,95.3651962
"158","EMMAOR_NPRONGC1-09A_2014",0,20.0021,57.2999001,79.108902,0,3.0342901,2.61321,3.1500001,0,236.4750061,457.4599915,491.0589905,0,6.6789598,12.8942003,49.5080986,0,0.397413,1.42533,19.4314995,0,29.6110001,41.4584007,46.2011986,1,8,34,57,0,0,0,0,0,0,0,0.0880023
"159","EMMAOR_NPRONGC2-01A_2014",0,0.914444,7.9354601,12.4175997,0,0.347143,1.1833301,1.398,0,127.8359985,238.8730011,280.756012,0,3.11567,15.1976004,19.7173004,0,3.00526,18.9454994,50.0573997,0,10.1631002,18.1030006,20.5044994,2,26,46,93,4,21.4206009,21.2646999,18.1578007,100,90.344101,78.7352982,71.5752029
"160","EMMAOR_NPRONGC2-01A_2015",0,1.39957,3.5064399,9.7970505,0,0.365294,0.759,1.27653,0,168.2660065,190.2579956,258.355011,0,2.3726299,7.5503702,16.0706005,0,1.48782,11.1705999,39.6445999,0,8.6574697,12.9015999,20.3871994,3,22,45,101,4,25.9710999,24.7833004,19.6539001,100,96.5594025,89.1381989,77.4713974
"161","EMMAOR_NPRONGC2-01A_2019",0,0.941538,7.3568301,12.2357998,0,0.412941,1.03655,1.3839999,0,113.1409988,246.9290009,280.0159912,0,3.0479801,11.4168997,19.4848995,0,2.7600999,16.4566002,49.3460007,0,9.7867002,17.0321007,20.2992001,3,22,50,94,0,20.1998005,21.1627007,18.5685005,100,93.2296982,81.2341003,72.7192993
"162","EMMAOR_NPRONGC2-08A_2019",0.27,3.8830099,8.1736898,36.634201,0.27,0.83,1.17409,1.88308,0,191.7899933,244.1660004,429.5859985,0,1.95332,6.32307,38.9754982,0,2.50928,4.1205502,58.7397003,12,10.4140997,14.6353998,23.9365997,3,19,44,93,0,0,0.305966,6.42417,100,90.8990021,81.947998,68.4952011
"163","EMMAOR_NRATT1-01A_2014",0.162,3.7449801,9.2672501,23.5692997,0.15,0.9135,1.38441,2.1129501,28.2842999,176.0570068,238.6210022,318.6640015,0.660256,8.0797596,15.1400995,25.9573002,0.661538,6.4148998,16.5737,24.6530991,20,25.4705009,26.6700993,30.3020992,5,33,59,81,28,19.9778004,13.2585001,11.323,0,7.5471702,3.4676199,1.99472
"164","EMMAOR_NRATT1-02A_2014",0.18,1.95534,17.1322994,25.3582001,0.18,0.597273,2.3099999,2.9024999,0,150.7910004,253.3099976,278.1489868,0,4.7138,21.0928001,36.5502014,0,4.0114198,15.7254,39.8586006,8,18.3187008,35.3390999,37.8409996,2,25,47,86,0,12.9856005,9.7909203,8.5362301,0,1.55383,3.4676199,1.99472
"165","EMMAOR_NRATT1-02A_2015",0.09,2.3259001,13.5625,24.2189007,0.09,0.711429,1.87875,3.16658,0,150.6430054,249.3769989,257.8429871,0,5.3642998,19.0069008,39.5040016,0,4.1451702,15.1827002,45.2016983,4,20.8281002,34.0643005,39.2196999,2,25,46,86,0,11.0987997,9.5869503,8.5949001,0,0.887902,3.4676199,1.99472
"166","EMMAOR_NRATT1-03A_2017",0,12.3442001,31.3045006,49.4729004,0,3.5550001,3.2031801,3.6900001,0,157.2369995,296.1910095,352.2399902,0,16.4592991,39.2094002,74.7591019,0,8.8443403,19.7422009,34.5209007,0,39.6487007,39.9286003,39.6890984,1,20,45,70,0,0,0.0509944,2.4640701,0,0,0,0
"167","EMMAOR_NRATT1-03A_2019",0,6.9544201,17.4202003,28.3250999,0,1.37769,2.7037499,3.0738499,0,201.1929932,233.302002,286.6159973,0,7.0641499,28.7467995,44.919899,0,3.8622701,26.4342003,51.6165009,0,24.9685993,36.7669983,39.0730019,2,16,47,77,0,0,2.95767,5.33881,0,0,0,1.73071
"168","EMMAOR_NRATT1-07A_2016",0.306,2.59935,12.4327002,30.0426006,0.225,0.894706,1.99552,3.2423699,60,138.0310059,228.6990051,287.5,0.625,5.9352598,20.6905003,49.5295982,0.4,6.2578201,35.653801,49.0858002,20,21.2045002,32.7893982,40.1584015,3,20,49,79,0,0.776915,4.0795498,5.33881,0,0,0,0.968026
"169","EMMAOR_NRATT1-10A_2015",0.54,16.8831997,70.3447037,108.8639984,0.54,2.556,3.987,4.2670598,0,236.7559967,407.9649963,495.1029968,0,14.1082001,79.2708969,136.7059937,0,6.1063199,11.3753004,46.4747009,24,35.6335983,45.1809998,47.2865982,2,19,51,79,0,0,0,0.146671,0,0,0,0.146671
"170","EMMAOR_NRATT1-10A_2016",0.09,32.8157997,91.6956024,129.8370056,0.09,7.02,6.9042902,5.046,0,191.6929932,350.4419861,497.2980042,0,34.2853012,130.5500031,182.6230011,0,2.96156,6.5888901,36.5660019,4,48.9334984,54.7680016,49.3400002,2,20,47,77,0,0,0,0.616016,0,0,0,0.616016
"171","EMMAOR_NRATT1-10A_2017",0.54,16.8831997,70.3447037,108.8639984,0.54,2.556,3.987,4.2670598,0,236.7559967,407.9649963,495.1029968,0,14.1082001,79.2708969,136.7059937,0,6.1063199,11.3753004,46.4747009,24,35.6335983,45.1809998,47.2865982,2,19,51,79,0,0,0,0.146671,0,0,0,0.146671
"172","EMMAOR_NRATT2-10A_2015",0,18.7950001,91.5625,148.4920044,0,4.4662499,7.1220002,9.9350004,0,179.1159973,344.3299866,373.447998,0,48.5838013,199.9230042,272.2739868,0,35.8054008,33.7509995,58.7570992,0,49.8117981,60.5303001,58.2868996,1,22,55,79,0,0,0,0,0,0,0,0
"173","EMMAOR_NRATT2-10A_2017",0.99,23.4438,104.7789993,162.7429962,0.99,4.3600001,14.2987003,9.3690004,0,209.2129974,251.552002,404.6029968,0,52.4011002,246.151001,297.8819885,0,21.0342007,22.9162006,49.8804016,44,54.705101,64.8139038,61.0736008,2,26,50,88,0,0,0,0,0,0,0,0
"174","EMMAOR_NRATT2-10A_2019",0.18,18.6480999,97.0297012,152.7389984,0.18,4.7024999,9.0974998,10.6306,0,172.2079926,310.8940125,365.6199951,0.5,59.1547012,218.4360046,289.6600037,0.5,49.0251007,28.2770004,54.5509987,16,52.446701,61.8562012,58.9029007,3,25,50,79,0,0,0,0,0,0,0,0
"175","EMMAOR_NSAGEC1-02A_2014",1.71,53.1002998,101.4950027,140.878006,1.71,26.6399994,11.8100004,8.375,0,99.6622009,275.571991,397.7600098,0,59.2000008,189.3150024,216.5890045,0,0.399324,10.1448002,18.8903999,76,74.2785034,60.2243996,49.1346016,3,25,55,76,0,20.6436996,29.6277008,27.3101006,0,20.6436996,29.6277008,27.3101006
"176","EMMAOR_NSAGEC1-08A_2019",0,9.29179,24.2931004,38.1124001,0,1.06875,1.06364,1.038,0,277.3819885,467.32901,597.6389771,0,8.4022198,14.5721998,19.4850006,0,8.5310497,12.6894999,21.0949993,0,23.8393993,26.5170994,25.3740005,2,26,66,117,0,47.3917999,45.9459,41.7131004,0,47.3917999,45.9459,41.7131004
"177","EMMAOR_NSAGEC1-09A_2014",0.09,23.1672001,44.7667007,104.7939987,0.09,5.0100002,2.4082799,3.39324,0,190.3730011,419.3890076,546.6550293,0,29.757,26.4025002,66.6987991,0,11.5495005,15.4321003,18.3752995,4,41.9071999,39.5716019,40.9211006,2,17,52,89,0,6.1043301,11.0657997,20.6511993,0,0,0.968893,9.4162502
"178","EMMAOR_NSAGEC1-09A_2015",0.36,21.7485008,43.0845985,100.7639999,0.36,4.1528602,2.32759,3.3699999,0,205.8399963,418.45401,537.5889893,0,25.7448006,24.6940994,57.6329994,0,12.3593998,14.8495998,17.8878002,16,40.5270004,38.2458,39.5424004,2,18,51,81,0,6.8812399,12.2896004,21.7071991,0,6.8812399,12.2896004,21.7071991
"179","EMMAOR_NSAGEC1-09A_2019",0,39.8699989,67.6717987,108.064003,0,39.8699989,4.45263,4.6893101,0,1.2e-06,376.8039856,469.5180054,0,0,72.9814987,95.8572006,0,0,20.1317997,29.0499001,0,55.5834007,47.9347,44.3237991,1,17,51,90,0,0,7.3941898,22.6753006,0,0,7.3941898,22.6753006
"180","EMMAOR_NSAGEC1-10A_2014",0,12.5141001,35.9558983,122.1940002,0,2.7360001,3.8835001,4.3254499,0,189.0469971,287.3779907,522.0159912,0,23.1466999,45.2042999,94.6987991,0,7.1561999,17.8463001,19.2500992,0,38.1430016,44.0082016,46.5238991,1,25,51,93,0,21.7535992,27.3840008,30.5368004,0,19.8668003,19.2758999,20.2112007
"181","EMMAOR_NSAGEC1-10A_2015",0,5.1989398,19.4596996,47.9818001,0,0.94,1.575,2.4696,0,212.8560028,336.9769897,429.2900085,0,0.837685,7.4864101,13.5450001,0,0.340551,6.9795299,7.1335101,0,11.7941999,16.0632,20.1231995,1,14,44,58,100,43.3961983,38.6027985,37.0489998,0,7.10322,14.2273998,19.7712002
"182","EMMAOR_NSAGEC1-10A_2019",0.27,4.2010798,26.5841007,117.0510025,0.27,1.72385,2.5699999,3.9445701,0,119.8769989,305.6799927,535.4810181,0,8.4497404,30.6788006,72.7930984,0,6.1446199,21.0468998,18.2831001,12,31.2422009,39.3167,44.9985008,2,21,53,89,0,17.3141003,25.2931995,28.8353996,0,17.3141003,25.2931995,28.8353996
"183","EMMAOR_NSAGEC1-10B_2015",0.45,24.0335007,49.8111992,116.9469986,0.45,4.0837498,4.1352601,4.4767699,1.2e-06,221.0240021,332.3469849,501.230011,0,40.7345009,60.7205009,98.1119003,0,5.8224902,14.1105003,20.8707008,20,45.5457993,44.5181007,45.2332001,2,25,51,91,12,32.6304016,26.823,28.4540997,12,32.6304016,26.823,28.2488003
"184","EMMAOR_NUPCA1-01A_2019",0,14.1019001,39.6428986,84.9692993,0,2.4300001,4.1512499,4.2734499,0,219.1629944,292.3980103,434.5469971,0,3.03756,11.4632998,52.9146996,0,1.25802,3.8057001,12.4796,0,30.4892998,37.6338997,40.3931007,2,23,53,78,0,0,0,0,0,0,0,0
"185","EMMAOR_NUPCA1-02A_2015",0.9,45.0283012,104.7009964,169.6069946,0.9,11.7449999,6.5647101,5.9370999,1.2e-06,168.3399963,386.6409912,525.0460205,0,55.1529007,152.822998,242.7440033,0,2.81603,7.72541,23.6156006,40,65.4955978,63.2330017,59.9883003,3,28,69,112,0,0,0,0,0,0,0,0
"186","EMMAOR_NUPCA1-04A_2016",0.72,29.9363995,89.3049011,151.5279999,0.72,4.8214302,5.3049998,5.2827301,0,228.2330017,397.92099,526.1530151,0,20.3929005,69.2361984,187.227005,0,3.4497299,4.4958601,31.9323006,32,47.0513992,54.1049995,56.8202019,6,27,69,123,0,0,0,0,0,0,0,0
"187","EMMAOR_NUPCA1-04A_2017",0,33.3538017,92.9853973,156.6490021,0,4.4775,6.1875,5.5574999,0,253.9530029,374.5390015,521.4110107,0,19.6674004,109.2450027,186.4329987,0,1.80031,6.2971702,30.5531998,0,49.9373016,56.0937996,57.9641991,2,31,66,110,0,0,0,0,0,0,0,0
"188","EMMAOR_NUPCA1-04A_2019",1.53,30.9251003,95.1001968,156.6750031,1.53,4.5900002,9.9540005,5.6874199,0,239.5310059,292.4719849,515.2449951,0,30.2455997,69.4625015,176.4559937,0,7.9235902,3.2116001,26.1588993,68,51.1920013,56.3997993,57.4654999,5,30,62,123,0,0,0,0,0,0,0,0
"189","EMMAOR_NUPCA1-05A_2017",0,22.8621998,66.9805984,124,0,2.5650001,4.0995002,3.4102199,0,281.303009,391.6470032,594.6530151,0,12.4905005,67.5615005,124.6539993,0,1.43955,18.1107998,36.6688004,0,35.7591019,46.4558983,51.1293983,3,38,76,140,0,0,0,0,0,0,0,0
"190","EMMAOR_NUPCA1-05A_2019",0,22.8621998,66.9805984,124,0,2.5650001,4.0995002,3.4102199,0,281.303009,391.6470032,594.6530151,0,12.4905005,67.5615005,124.6539993,0,1.43955,18.1107998,36.6688004,0,35.7591019,46.4558983,51.1293983,3,38,76,140,0,0,0,0,0,0,0,0
"191","EMMAOR_NUPCA1-08A_2017",0.3375,40.2938995,93.2058029,140.6609955,0.24,7.1849999,7.4976902,8.0955,63.7377014,214.6640015,338.1019897,404.6629944,1.10833,93.5261993,188.9790039,200.4530029,0.9375,7.6421599,10.1487999,20.0464993,32,60.100399,55.2268982,52.7720985,5,49,79,113,0,0,0,0,0,0,0,0
"192","EMMAOR_NUPCA1-08A_2019",0.3375,40.2938995,93.2058029,140.6609955,0.24,7.1849999,7.4976902,8.0955,63.7377014,214.6640015,338.1019897,404.6629944,1.10833,93.5261993,188.9790039,200.4530029,0.9375,7.6421599,10.1487999,20.0464993,32,60.100399,55.2268982,52.7720985,5,49,79,113,0,0,0,0,0,0,0,0
"193","EMMAOR_NUPCB1-03A_2019",0,4.8239999,13.9057999,26.4528999,0,0.635294,1.18909,1.26621,0,256.7749939,327.0239868,445.9989929,0,3.67611,13.8205004,25.3293991,0,3.27213,11.6633997,18.8558998,0,15.0565004,22.2336006,23.9365997,1,25,51,84,100,28.4129009,26.8740005,30.7714996,0,0,0,0
"194","EMMAOR_NUPCB1-04A_2017",0.15,2.5690899,15.802,25.5223007,0.135,0.565714,0.864,1.0701801,33.3333015,188.1840057,415.8049927,478.0020142,0.375,4.34937,13.9677,28.2154999,0.333333,4.0243402,12.4661999,26.9284992,12,16.5620995,19.5818005,19.1844997,3,28,75,115,0,0,0,0,0,0,0,0
"195","EMMAOR_NUPCB1-07A_2017",0.15,11.0106001,28.0449009,43.2905998,0.135,1.40143,1.90333,1.77545,33.3333015,261.8519897,370.6019897,483.5580139,0.09375,13.6141996,26.2840996,43.4864998,0.0833333,6.0680199,11.4425001,17.8668995,12,27.3526001,29.1177998,25.4619999,3,26,47,73,0,0,0,0,0,0,0,0
"196","EMMAOR_NUPCB1-07A_2019",0.15,11.0106001,28.0449009,43.2905998,0.135,1.40143,1.90333,1.77545,33.3333015,261.8519897,370.6019897,483.5580139,0.09375,13.6141996,26.2840996,43.4864998,0.0833333,6.0680199,11.4425001,17.8668995,12,27.3526001,29.1177998,25.4619999,3,26,47,73,0,0,0,0,0,0,0,0
"197","EMMAOR_NWOLFC1-01A_2017",0.15,26.0583992,33.2583008,28.5303993,0.135,1.8049999,1.3125,0.973448,33.3333015,366.5620117,493.3529968,532.0579834,0.375,54.3871994,59.924099,42.4832001,0.333333,13.5798998,54.517601,57.603199,12,45.294899,35.6960983,27.6033993,5,37,95,155,0,0,0,0,0,0,0,0
"198","EMMAOR_NWOLFC1-01A_2019",0.09,29.3386002,34.6699982,28.1140003,0.09,1.88,1.25063,0.998276,0,382.1730042,516.934021,521.177002,0,58.3270988,58.6285019,43.0797997,0,8.9419699,36.9748001,53.9227982,4,47.176899,34.0133018,28.3073997,2,44,92,153,0,0,0,0,0,0,0,0
"199","EMMAOR_NWOLFC1-03A_2015",0,0.262703,2.13183,8.7551298,0,0.18,0.346765,0.481818,0,67.7834015,226.8869934,414.3789978,0,1.7098401,5.2389998,12.3739004,0,1.7880599,7.25664,14.8267002,0,9.2848196,13.3605003,15.5471001,2,49,101,153,0,0,0,0,0,0,0,0
"200","EMMAOR_NWOLFC1-03A_2016",0.09,2.07814,7.76401,28.7978992,0.09,0.459231,0.638308,0.879775,0,187.7570038,334.1170044,563.322998,0.209586,6.58183,16.1359005,36.493,0.209586,8.96175,23.1201992,53.5261993,12,24.9685993,23.5084,25.5207005,5,56,102,157,0,0,0,0,0,0,0,0
"201","EMMAOR_NWOLFC1-03A_2019",0.2025,2.6433699,12.5632,30.4080009,0.18,0.432973,0.941667,0.80234,35.3553009,225.9459991,351.3039856,607.4459839,0.902457,7.1085501,24.4853992,39.1517982,0.877457,6.78229,26.8223991,56.0586014,32,22.3337994,28.8118,24.5820007,5,57,96,158,0,0,0,0,0,0,0,0
"202","EMMAOR_NWOLFC1-07A_2015",0,0.5625,5.4686799,11.7553997,0,0.308571,0.549574,0.772597,0,90.714798,299.178009,377.0339966,0,1.7740999,5.7223701,10.4024,0,1.94742,5.2697802,12.8914003,0,9.0338802,14.6353998,19.3899002,1,31,85,138,0,0,0,0,0,0,0,0
"203","EMMAOR_NWOLFC1-07A_2017",0,0.5625,5.4686799,11.7553997,0,0.308571,0.549574,0.772597,0,90.714798,299.178009,377.0339966,0,1.7740999,5.7223701,10.4024,0,1.94742,5.2697802,12.8914003,0,9.0338802,14.6353998,19.3899002,1,31,85,138,0,0,0,0,0,0,0,0
"204","EMMAOR_NWOLFC1-08A_2019",0,0.326842,3.0820899,7.7663298,0,0.21375,0.495,0.567108,0,72.7382965,228.6139984,356.2950134,0,0.465754,4.8080401,6.8281598,0,0.574602,6.7902398,10.7697001,0,2.38394,11.2187996,15.3416996,1,31,70,131,0,0,0,0,0,0,0,0
"205","EMMAOR_NWOLFC2-01A_2017",0.09,8.1839705,16.0179996,69.3992004,0.09,0.895,1.575,1.5189199,0,285.3789978,302.822998,668.5040283,0,6.4469099,18.1800003,43.8353004,0,4.4955802,20.3153,14.0536003,4,22.4591999,32.1264992,32.1795006,2,37,75,128,0,0,0,0,0,0,0,0
"206","EMMAOR_NWOLFC2-02A_2015",0.09,15.6189003,35.2961006,85.2910004,0.09,1.70357,2.10938,2.0536399,0,285.803009,396.6480103,636.6450195,0.0555556,11.9854002,25.5627003,50.0219994,0.0555556,16.0981007,8.0984497,13.3123999,8,33.2496986,38.2458,36.8143005,5,28,76,125,0,0,0,0,0,0,0,0
"207","EMMAOR_NWOLFC2-03A_2016",0.15,5.7846298,11.6243,22.0643997,0.135,0.657692,0.8406,1.0666699,33.3333015,279.2009888,358.1690063,443.6820068,0.115385,4.6015501,7.5173602,16.0261993,0.102564,3.9406099,7.9081702,10.4288998,12,23.8393993,23.8143997,28.1608009,5,44,84,147,0,0,0,0,0,0,0,0
"208","EMMAOR_NWOLFC2-08A_2017",0,2.7950301,3.4986401,3.4549,0,0.677368,0.758298,0.738659,0,176.8139954,190.1000061,191.7619934,0,7.4907398,8.8711901,10.5255003,0,5.6322398,11.6605997,14.5597,0,17.9423008,20.1938,19.7418995,3,33,70,122,0,0,0.0509944,3.75477,0,0,0,0
"209","EMMAOR_NWOLFC2-09A_2015",0,3.3299999,2.6673601,3.52931,0,0.729,0.643333,0.816164,0,188.8890076,177.3739929,182.3249969,0,7.9036498,9.0826101,10.8727999,0,7.2873702,12.9596996,14.7096996,0,20.3262005,19.6837997,19.4192009,1,31,73,111,0,0,0,0,0,0,0,0
"210","EMMAOR_NWOLFC2-09A_2016",0,3.01,3.2413499,3.57743,0,0.762353,0.692308,0.772405,0,171.7059937,191.8840027,190.5659943,0,8.7712603,9.0538797,11.3031998,0,6.46065,12.5312996,15.1076002,0,18.0678005,20.3978004,19.8885002,3,28,79,117,0,0,0,0,0,0,0,0
"211","EMMAOR_NWOLFC2-09A_2019",0.09,3.34481,3.1257701,3.8489299,0.09,1.01571,0.813913,0.788961,0,151.4290009,168.5359955,196.9389954,0,8.8923998,10.6356001,12.1555004,0,7.6029801,14.6515999,15.8748999,4,19.8243008,21.2136993,19.8005009,3,26,71,107,0,12.3196001,22.0806007,26.3127003,0,0,0,0
"212","EMMAOR_NWOLFTA3-09A_2017",2.1600001,33.365799,68.0440979,108.3219986,2.1600001,4.2119999,4.8428602,5.7327299,0,263.0889893,361.2539978,423.0280151,0,35.9458008,90.5708008,164.576004,0,10.1231003,68.3716965,139.2669983,96,58.7201996,57.6236992,61.6603012,1,15,42,78,0,0,0,0,0,0,0,0
"213","EMMAOR_NWOLFTB1-06A_2015",0.18,45.6300011,120.1500015,184.8150024,0.18,45.6300011,40.1699982,12.1499996,0,1.5e-06,141.1049957,376.9769897,0,0,178.401001,283.1839905,0,0,0.798807,12.3745003,8,63.6136017,68.2815018,63.3616982,2,5,18,48,84,28.5238991,15.1962996,8.7415705,0,0,0,0
"214","EMMAOR_NWOLFTB1-06A_2016",0.63,38.0704002,115.9199982,198.2769928,0.63,19.125,58.0499992,18.2208996,0,99.5294037,99.8450012,314.3540039,0,5.9027801,129,400.7680054,0,0.0554248,0.39969,4.0111599,28,53.3250008,65.7827988,65.3271027,2,8,22,45,48,32.6304016,15.1962996,8.7415705,0,0,0,0
"215","EMMAOR_NWOLFTB3-08A_2015",0.27,36.5617981,88.0541,156.3150024,0.27,9.4949999,7.7123098,7.5262499,0,168.8379974,322.7590027,444.6270142,0,62.7896004,98.8013992,143.2180023,0,3.6335399,9.6767998,16.8041992,12,52.9486008,56.8078003,58.8736,2,16,42,79,80,25.8602009,11.8816996,6.8348498,0,0,0,0
"216","EMMAOR_NWOLFTB4-10A_2014",0.09,3.61446,30.7472992,64.3108978,0.09,0.827143,2.71731,3.91364,0,183.5700073,321.1749878,392.8420105,0,5.6763902,60.1436005,115.5289993,0,10.1813002,71.6379013,152.3359985,4,24.2157993,40.0306015,42.0945015,2,27,65,99,0,0,0,0,0,0,0,0
"217","EMMAOR_NWOLFTB4-10A_2015",0.09,3.61446,30.7472992,64.3108978,0.09,0.827143,2.71731,3.91364,0,183.5700073,321.1749878,392.8420105,0,5.6763902,60.1436005,115.5289993,0,10.1813002,71.6379013,152.3359985,4,24.2157993,40.0306015,42.0945015,2,27,65,99,0,0,0,0,0,0,0,0
"218","EMPAID_N1WS05A_2013",0.15,2.36625,5.1573601,6.5967202,0.135,0.617143,0.818182,1.1316,33.3333015,168.3509979,230.2920074,219.7619934,0.3,5.79562,12.2115002,19.5065994,0.266667,6.1387,12.1309004,25.6357002,12,24.0902996,25.4972,27.6620998,3,36,75,103,0,2.33074,12.3915997,15.4590998,48,43.1743011,43.039299,39.9530983
"219","EMPAID_N1WS06A_2019",0.45,40.6954002,85.8812027,118.8389969,0.45,7.02,5.2199998,4.2550001,1.2e-06,219.0220032,393.0950012,518.9349976,0,81.7684021,119.5220032,171.654007,0,3.5623901,12.1261997,48.287899,20,58.7201996,53.2380981,49.9267006,3,30,67,119,72,57.9356003,44.5690994,30.2434998,100,93.8956985,93.4216995,89.3516998
"220","EMPAID_N1WS07A_2013",0.18,2.86113,4.6666999,4.3309798,0.18,1.86,1.056,1.08885,0,73.3648987,184.9120026,172.5559998,0,3.6482301,7.5071101,11.2777996,0,2.40394,7.83744,18.2247009,8,15.5583,17.9500008,21.6485996,2,24,64,109,0,0,4.2835302,3.9307699,0,0,4.9974499,9.2695799
"221","EMPAID_N1WS07A_2014",0,2.62973,4.0639801,4.4658098,0,1.01077,0.95625,1.04914,0,126.5589981,180.2749939,180.4609985,0,5.1728601,9.0166397,13.1865997,0,3.6138501,12.8385,19.6753998,0,18.3187008,21.6725998,23.9365997,1,28,70,115,0,7.6581602,6.7312598,8.1255503,0,14.6504002,20.1427994,20.7978992
"222","EMPAID_N1WS07A_2017",0.09,9.7833595,19.3250008,55.887001,0.09,1.115,1.76344,3.37622,0,278.8250122,315.5740051,394.375,0,12.9302998,31.1065006,103.5680008,0,7.9648199,15.7711,100.5360031,4,27.9799004,31.9734993,40.7158012,2,35,74,98,36,14.9834003,17.3381004,20.7978992,100,99.1120987,82.7639008,73.7752991
"223","EMPAID_N1WS07A_2018",0.18,1.53495,9.2086401,29.2621002,0.18,0.545,1.83808,1.94438,0,134.7749939,200.2480011,374.82901,0,3.6682701,19.7768002,46.2621002,0,3.1491399,14.2293997,23.0291004,8,13.6763,27.0779991,30.4195004,2,31,66,111,0,8.2131004,8.36308,11.5869999,100,62.4860992,59.2555008,56.4095001
"224","EMPAID_N1WS07A_2019",0.378,14.4377003,28.1434002,65.2848969,0.3,1.5492899,1.84364,3.5174999,50.9902,288.4259949,377.6919861,419.0469971,1.13431,18.1154995,41.2616997,110.6539993,1.05882,7.8310399,20.2247009,57.9954987,40,30.2383995,34.4721985,41.2731018,4,36,72,102,68,21.1987,22.0296001,23.5259991,100,97.5582962,81.5910034,74.7726974
"225","EMPAID_N1WS09A_2017",0.09,25.6046009,59.0000992,127.0029984,0.09,3.77,4.3531599,5.6195998,0,240.6589966,354.3080139,464.7579956,0,24.8236008,74.3871994,158.2920074,0,14.7426996,37.3452988,13.6154003,4,47.3023987,46.8638,45.7905998,4,30,55,94,24,39.1786995,37.6338997,31.9741993,100,83.018898,83.1718979,82.4581985
"226","EMPAID_N1WS09A_2018",0.09,8.4482899,63.2790985,107.3040009,0.09,1.476,4.0349998,4.7066698,0,217.3419952,383.178009,466.8859863,0.134123,11.9692001,58.5617981,119.0790024,0.134123,17.2714996,7.76476,15.0964003,12,30.8656998,41.1525002,41.4197998,5,32,60,87,32,33.0744019,24.4773006,27.8087006,100,93.3406982,83.6818008,83.0155029
"227","EMPAID_N2WS05A_2017",0.27,9.3415699,17.8610992,27.4235992,0.27,1.31824,2.7936001,3.345,0,246.7070007,232.2400055,268.2980042,0,18.7632999,41.8616982,64.427803,0,12.1002998,36.5387001,60.0293007,12,31.2422009,39.5716019,39.2490005,5,28,58,81,0,12.9856005,16.3181992,19.2432003,100,73.4738998,66.547699,64.5056992
"228","EMPAID_N2WS08A_2018",0.09,9.1437798,20.1882992,30.2080994,0.09,1.73769,2.88783,2.7131701,0,206.4470062,244.7619934,318.3370056,0,9.9790802,34.8618011,65.5101013,0,9.1028299,46.8638,100.3759995,4,31.4930992,37.6338997,36.257,4,28,60,81,0,3.9955599,12.0857,18.1872005,100,89.1231995,79.8572006,71.2526016
