FID,Nest_ID,Year_located,Date_located,Project_ID,Species,1st_Observer,Cavity_ID,Transect_ID,Point_ID,Find_method,UTM_E,UTM_N,UTM_datum_zone,Computer_ID,Nest_Ht,Cavity_age,Decay_clas,Tree_Snag_Log,Tree_sp,Tree_ht,DBH,Orientation,Original_excav,OE_cert,Tree_top_condition,Aspect,Slope,Position_on_slope,Comments,Pt_Trt,3axareaam1,3axareaam2,3axareacv1,3axareacv2,3axareamd1,3axareamd2,3axareamn1,3axareamn2,3axareara1,3axareara2,3axareasd1,3axareasd2,3axca1,3axca2,3axcontag,3axlpi,3axlpi1,3axlpi2,3axnp,3axnp1,3axnp2,3axpd,3axpd1,3axpd2,3axpland1,3axpland2,3axproxam,3axproxam1,3axproxam2,3axproxcv,3axproxcv1,3axproxcv2,3axproxmd,3axproxmd1,3axproxmd2,3axproxmn,3axproxmn1,3axproxmn2,3axproxra,3axproxra1,3axproxra2,3axproxsd,3axproxsd1,3axproxsd2,3axta,3a5areaam1,3a5areaam2,3a5areacv1,3a5areacv2,3a5areamd1,3a5areamd2,3a5areamn1,3a5areamn2,3a5areara1,3a5areara2,3a5areasd1,3a5areasd2,3a5ca1,3a5ca2,3a5contag,3a5lpi,3a5lpi1,3a5lpi2,3a5np,3a5np1,3a5np2,3a5pd,3a5pd1,3a5pd2,3a5pland1,3a5pland2,3a5proxam,3a5proxam1,3a5proxam2,3a5proxcv,3a5proxcv1,3a5proxcv2,3a5proxmd,3a5proxmd1,3a5proxmd2,3a5proxmn,3a5proxmn1,3a5proxmn2,3a5proxra,3a5proxra1,3a5proxra2,3a5proxsd,3a5proxsd1,3a5proxsd2,3a5ta,3a7areaam1,3a7areaam2,3a7areacv1,3a7areacv2,3a7areamd1,3a7areamd2,3a7areamn1,3a7areamn2,3a7areara1,3a7areara2,3a7areasd1,3a7areasd2,3a7ca1,3a7ca2,3a7contag,3a7lpi,3a7lpi1,3a7lpi2,3a7np,3a7np1,3a7np2,3a7pd,3a7pd1,3a7pd2,3a7pland1,3a7pland2,3a7proxam,3a7proxam1,3a7proxam2,3a7proxcv,3a7proxcv1,3a7proxcv2,3a7proxmd,3a7proxmd1,3a7proxmd2,3a7proxmn,3a7proxmn1,3a7proxmn2,3a7proxra,3a7proxra1,3a7proxra2,3a7proxsd,3a7proxsd1,3a7proxsd2,3a7ta,3a1areaam1,3a1areaam2,3a1areacv1,3a1areacv2,3a1areamd1,3a1areamd2,3a1areamn1,3a1areamn2,3a1areara1,3a1areara2,3a1areasd1,3a1areasd2,3a1ca1,3a1ca2,3a1contag,3a1lpi,3a1lpi1,3a1lpi2,3a1np,3a1np1,3a1np2,3a1pd,3a1pd1,3a1pd2,3a1pland1,3a1pland2,3a1proxam,3a1proxam1,3a1proxam2,3a1proxcv,3a1proxcv1,3a1proxcv2,3a1proxmd,3a1proxmd1,3a1proxmd2,3a1proxmn,3a1proxmn1,3a1proxmn2,3a1proxra,3a1proxra1,3a1proxra2,3a1proxsd,3a1proxsd1,3a1proxsd2,3a1ta,3fxareaam1,3fxareaam2,3fxareacv1,3fxareacv2,3fxareamd1,3fxareamd2,3fxareamn1,3fxareamn2,3fxareara1,3fxareara2,3fxareasd1,3fxareasd2,3fxca1,3fxca2,3fxcontag,3fxlpi,3fxlpi1,3fxlpi2,3fxnp,3fxnp1,3fxnp2,3fxpd,3fxpd1,3fxpd2,3fxpland1,3fxpland2,3fxproxam,3fxproxam1,3fxproxam2,3fxproxcv,3fxproxcv1,3fxproxcv2,3fxproxmd,3fxproxmd1,3fxproxmd2,3fxproxmn,3fxproxmn1,3fxproxmn2,3fxproxra,3fxproxra1,3fxproxra2,3fxproxsd,3fxproxsd1,3fxproxsd2,3fxta,3f5areaam1,3f5areaam2,3f5areacv1,3f5areacv2,3f5areamd1,3f5areamd2,3f5areamn1,3f5areamn2,3f5areara1,3f5areara2,3f5areasd1,3f5areasd2,3f5ca1,3f5ca2,3f5contag,3f5lpi,3f5lpi1,3f5lpi2,3f5np,3f5np1,3f5np2,3f5pd,3f5pd1,3f5pd2,3f5pland1,3f5pland2,3f5proxam,3f5proxam1,3f5proxam2,3f5proxcv,3f5proxcv1,3f5proxcv2,3f5proxmd,3f5proxmd1,3f5proxmd2,3f5proxmn,3f5proxmn1,3f5proxmn2,3f5proxra,3f5proxra1,3f5proxra2,3f5proxsd,3f5proxsd1,3f5proxsd2,3f5ta,3f7areaam1,3f7areaam2,3f7areacv1,3f7areacv2,3f7areamd1,3f7areamd2,3f7areamn1,3f7areamn2,3f7areara1,3f7areara2,3f7areasd1,3f7areasd2,3f7ca1,3f7ca2,3f7contag,3f7lpi,3f7lpi1,3f7lpi2,3f7np,3f7np1,3f7np2,3f7pd,3f7pd1,3f7pd2,3f7pland1,3f7pland2,3f7proxam,3f7proxam1,3f7proxam2,3f7proxcv,3f7proxcv1,3f7proxcv2,3f7proxmd,3f7proxmd1,3f7proxmd2,3f7proxmn,3f7proxmn1,3f7proxmn2,3f7proxra,3f7proxra1,3f7proxra2,3f7proxsd,3f7proxsd1,3f7proxsd2,3f7ta,3f1areaam1,3f1areaam2,3f1areacv1,3f1areacv2,3f1areamd1,3f1areamd2,3f1areamn1,3f1areamn2,3f1areara1,3f1areara2,3f1areasd1,3f1areasd2,3f1ca1,3f1ca2,3f1contag,3f1lpi,3f1lpi1,3f1lpi2,3f1np,3f1np1,3f1np2,3f1pd,3f1pd1,3f1pd2,3f1pland1,3f1pland2,3f1proxam,3f1proxam1,3f1proxam2,3f1proxcv,3f1proxcv1,3f1proxcv2,3f1proxmd,3f1proxmd1,3f1proxmd2,3f1proxmn,3f1proxmn1,3f1proxmn2,3f1proxra,3f1proxra1,3f1proxra2,3f1proxsd,3f1proxsd1,3f1proxsd2,3f1ta,9axareaam1,9axareaam2,9axareacv1,9axareacv2,9axareamd1,9axareamd2,9axareamn1,9axareamn2,9axareara1,9axareara2,9axareasd1,9axareasd2,9axca1,9axca2,9axcontag,9axlpi,9axlpi1,9axlpi2,9axnp,9axnp1,9axnp2,9axpd,9axpd1,9axpd2,9axpland1,9axpland2,9axproxam,9axproxam1,9axproxam2,9axproxcv,9axproxcv1,9axproxcv2,9axproxmd,9axproxmd1,9axproxmd2,9axproxmn,9axproxmn1,9axproxmn2,9axproxra,9axproxra1,9axproxra2,9axproxsd,9axproxsd1,9axproxsd2,9axta,9a5areaam1,9a5areaam2,9a5areacv1,9a5areacv2,9a5areamd1,9a5areamd2,9a5areamn1,9a5areamn2,9a5areara1,9a5areara2,9a5areasd1,9a5areasd2,9a5ca1,9a5ca2,9a5contag,9a5lpi,9a5lpi1,9a5lpi2,9a5np,9a5np1,9a5np2,9a5pd,9a5pd1,9a5pd2,9a5pland1,9a5pland2,9a5proxam,9a5proxam1,9a5proxam2,9a5proxcv,9a5proxcv1,9a5proxcv2,9a5proxmd,9a5proxmd1,9a5proxmd2,9a5proxmn,9a5proxmn1,9a5proxmn2,9a5proxra,9a5proxra1,9a5proxra2,9a5proxsd,9a5proxsd1,9a5proxsd2,9a5ta,9a7areaam1,9a7areaam2,9a7areacv1,9a7areacv2,9a7areamd1,9a7areamd2,9a7areamn1,9a7areamn2,9a7areara1,9a7areara2,9a7areasd1,9a7areasd2,9a7ca1,9a7ca2,9a7contag,9a7lpi,9a7lpi1,9a7lpi2,9a7np,9a7np1,9a7np2,9a7pd,9a7pd1,9a7pd2,9a7pland1,9a7pland2,9a7proxam,9a7proxam1,9a7proxam2,9a7proxcv,9a7proxcv1,9a7proxcv2,9a7proxmd,9a7proxmd1,9a7proxmd2,9a7proxmn,9a7proxmn1,9a7proxmn2,9a7proxra,9a7proxra1,9a7proxra2,9a7proxsd,9a7proxsd1,9a7proxsd2,9a7ta,9a1areaam1,9a1areaam2,9a1areacv1,9a1areacv2,9a1areamd1,9a1areamd2,9a1areamn1,9a1areamn2,9a1areara1,9a1areara2,9a1areasd1,9a1areasd2,9a1ca1,9a1ca2,9a1contag,9a1lpi,9a1lpi1,9a1lpi2,9a1np,9a1np1,9a1np2,9a1pd,9a1pd1,9a1pd2,9a1pland1,9a1pland2,9a1proxam,9a1proxam1,9a1proxam2,9a1proxcv,9a1proxcv1,9a1proxcv2,9a1proxmd,9a1proxmd1,9a1proxmd2,9a1proxmn,9a1proxmn1,9a1proxmn2,9a1proxra,9a1proxra1,9a1proxra2,9a1proxsd,9a1proxsd1,9a1proxsd2,9a1ta,9fxareaam1,9fxareaam2,9fxareacv1,9fxareacv2,9fxareamd1,9fxareamd2,9fxareamn1,9fxareamn2,9fxareara1,9fxareara2,9fxareasd1,9fxareasd2,9fxca1,9fxca2,9fxcontag,9fxlpi,9fxlpi1,9fxlpi2,9fxnp,9fxnp1,9fxnp2,9fxpd,9fxpd1,9fxpd2,9fxpland1,9fxpland2,9fxproxam,9fxproxam1,9fxproxam2,9fxproxcv,9fxproxcv1,9fxproxcv2,9fxproxmd,9fxproxmd1,9fxproxmd2,9fxproxmn,9fxproxmn1,9fxproxmn2,9fxproxra,9fxproxra1,9fxproxra2,9fxproxsd,9fxproxsd1,9fxproxsd2,9fxta,9f5areaam1,9f5areaam2,9f5areacv1,9f5areacv2,9f5areamd1,9f5areamd2,9f5areamn1,9f5areamn2,9f5areara1,9f5areara2,9f5areasd1,9f5areasd2,9f5ca1,9f5ca2,9f5contag,9f5lpi,9f5lpi1,9f5lpi2,9f5np,9f5np1,9f5np2,9f5pd,9f5pd1,9f5pd2,9f5pland1,9f5pland2,9f5proxam,9f5proxam1,9f5proxam2,9f5proxcv,9f5proxcv1,9f5proxcv2,9f5proxmd,9f5proxmd1,9f5proxmd2,9f5proxmn,9f5proxmn1,9f5proxmn2,9f5proxra,9f5proxra1,9f5proxra2,9f5proxsd,9f5proxsd1,9f5proxsd2,9f5ta,9f7areaam1,9f7areaam2,9f7areacv1,9f7areacv2,9f7areamd1,9f7areamd2,9f7areamn1,9f7areamn2,9f7areara1,9f7areara2,9f7areasd1,9f7areasd2,9f7ca1,9f7ca2,9f7contag,9f7lpi,9f7lpi1,9f7lpi2,9f7np,9f7np1,9f7np2,9f7pd,9f7pd1,9f7pd2,9f7pland1,9f7pland2,9f7proxam,9f7proxam1,9f7proxam2,9f7proxcv,9f7proxcv1,9f7proxcv2,9f7proxmd,9f7proxmd1,9f7proxmd2,9f7proxmn,9f7proxmn1,9f7proxmn2,9f7proxra,9f7proxra1,9f7proxra2,9f7proxsd,9f7proxsd1,9f7proxsd2,9f7ta,9f1areaam1,9f1areaam2,9f1areacv1,9f1areacv2,9f1areamd1,9f1areamd2,9f1areamn1,9f1areamn2,9f1areara1,9f1areara2,9f1areasd1,9f1areasd2,9f1ca1,9f1ca2,9f1contag,9f1lpi,9f1lpi1,9f1lpi2,9f1np,9f1np1,9f1np2,9f1pd,9f1pd1,9f1pd2,9f1pland1,9f1pland2,9f1proxam,9f1proxam1,9f1proxam2,9f1proxcv,9f1proxcv1,9f1proxcv2,9f1proxmd,9f1proxmd1,9f1proxmd2,9f1proxmn,9f1proxmn1,9f1proxmn2,9f1proxra,9f1proxra1,9f1proxra2,9f1proxsd,9f1proxsd1,9f1proxsd2,9f1ta,Ha11_5x5,Ha11_500,Ha11_750,Ha11_1000,Ha12_5x5,Ha12_500,Ha12_750,Ha12_1000,Ha13_5x5,Ha13_500,Ha13_750,Ha13_1000,Ha14_5x5,Ha14_500,Ha14_750,Ha14_1000,Ha15_5x5,Ha15_500,Ha15_750,Ha15_1000,Ha16_5x5,Ha16_500,Ha16_750,Ha16_1000,Ha17_5x5,Ha17_500,Ha17_750,Ha17_1000,Ha18_5x5,Ha18_500,Ha18_750,Ha18_1000,Ha19_5x5,Ha19_500,Ha19_750,Ha19_1000,Ha20_5x5,Ha20_500,Ha20_750,Ha20_1000,Ha21_5x5,Ha21_500,Ha21_750,Ha21_1000,Bu11_5x5,Bu11_500,Bu11_750,Bu11_1000,Bu12_5x5,Bu12_500,Bu12_750,Bu12_1000,Bu13_5x5,Bu13_500,Bu13_750,Bu13_1000,Bu14_5x5,Bu14_500,Bu14_750,Bu14_1000,Bu15_5x5,Bu15_500,Bu15_750,Bu15_1000,Bu16_5x5,Bu16_500,Bu16_750,Bu16_1000,Bu17_5x5,Bu17_500,Bu17_750,Bu17_1000,Bu18_5x5,Bu18_500,Bu18_750,Bu18_1000,Bu19_5x5,Bu19_500,Bu19_750,Bu19_1000,Bu20_5x5,Bu20_500,Bu20_750,Bu20_1000,Bu21_5x5,Bu21_500,Bu21_750,Bu21_1000
0,EMPAID_N1WS05A_2013,2013,6/20/2013,EM_PAID,WHWO,PEJ,N1WS05A,EMPAID_1WS,EMPAID_1WS05,SS,547572.5012,4968534.84,NAD83 11N,15,2.5,N,2,S,PIPO,3,26.7,147,WHWO,S,B,80,19.6,M, ,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.18,0,0,0.09,0.18,0.09,0.18,0,0,0,0,0.09,0.54,45.0589981,0.101989,0.0509944,0.101989,4,1,3,2.2664199,0.566604,1.69981,0.0509944,0.305966,0.445714,0,0.52,69.7982025,0,33.9682999,0.43,0,0.58,0.39,0,0.52,0.7,0,0.42,0.272213,0,0.176635,176.4900055,0.09,0.18,0,0,0.09,0.18,0.09,0.18,0,0,0,0,0.09,0.54,45.0589981,0.0586682,0.0293341,0.0586682,4,1,3,1.30374,0.325935,0.977804,0.0293341,0.176005,0.445714,0,0.52,69.7982025,0,33.9682999,0.43,0,0.58,0.39,0,0.52,0.7,0,0.42,0.272213,0,0.176635,306.8099976,1.4400001,0.15,0,33.3333015,1.4400001,0.135,1.4400001,0.135,0,0.09,0,0.045,1.4400001,0.27,34.3785019,64,64,8,3,1,2,133.3329926,44.4444008,88.8889008,64,12,0.0421053,0,0.266667,81.6496964,0,33.3333015,0.2,0,0.3,0.2,0,0.3,0.4,0,0.2,0.163299,0,0.1,2.25,23.7294998,2.36625,190.1450043,168.3509979,0.315,0.18,5.1412501,0.617143,29.9699993,3.6900001,9.7758198,1.03897,41.1300011,17.2800007,16.1856995,41.9071999,41.9071999,5.2697601,36,8,28,50.1882019,11.1528997,39.0353012,57.3400002,24.0902996,30.3819008,40.5671997,6.1387,145.3760071,76.3937988,50.7991982,6.4439602,22.6998005,5.6854401,12.4555998,35.7653999,5.79562,88.4597015,80.209198,11.2454996,18.1074009,27.3225002,2.9441299,71.7300034,47.5728989,5.1573601,299.7130127,230.2920074,0.18,0.18,4.7655001,0.818182,65.0699997,12.2399998,14.2827997,1.88421,95.3099976,45,13.0548,36.919899,36.919899,6.9862299,75,20,55,42.4953003,11.3320999,31.1632004,54.0031013,25.4972,58.6470985,80.6094971,12.1309004,141.5630035,54.3902016,76.1940994,13.0496998,104.3069992,9.3246803,39.1678009,113.2979965,12.2115002,217.2140045,207.6589966,46.2747993,55.4471016,61.6227989,9.3044205,176.4900055,77.4850006,6.5967202,355.131012,219.7619934,0.18,0.27,5.6925001,1.1316,106.5599976,17.6399994,20.2157993,2.48683,159.3899994,84.8700027,10.7425003,34.7608986,34.7608986,5.77882,103,28,75,33.5713005,9.1261702,24.4451008,51.9506989,27.6620998,124.4349976,177.0420074,25.6357002,147.7460022,64.3164978,71.0867004,21.7315006,127.4339981,14.9394999,61.388401,173.5720062,19.5065994,385.8469849,355.3559875,65.8082962,90.6988983,111.6350021,13.8666,306.8099976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.21,0,40.8247986,0.09,0.18,0.09,0.18,0,0.18,0,0.0734847,0.09,0.54,45.0589981,0.152983,0.0509944,0.152983,4,1,3,2.2664199,0.566604,1.69981,0.0509944,0.305966,0.58,0,0.676667,59.4714012,0,12.3544998,0.645,0,0.65,0.53,0,0.706667,0.83,0,0.19,0.315198,0,0.0873053,176.4900055,0.09,0.21,0,40.8247986,0.09,0.18,0.09,0.18,0,0.18,0,0.0734847,0.09,0.54,45.0589981,0.0880023,0.0293341,0.0880023,4,1,3,1.30374,0.325935,0.977804,0.0293341,0.176005,0.58,0,0.676667,59.4714012,0,12.3544998,0.645,0,0.65,0.53,0,0.706667,0.83,0,0.19,0.315198,0,0.0873053,306.8099976,0.738,0.51,80,94.280899,0.45,0.09,0.45,0.27,0.72,0.54,0.36,0.254558,0.9,0.81,0.606915,36,36,28,5,2,3,222.2220001,88.8889008,133.3329926,40,36,0.418713,0.45,0.383951,78.8127975,80,50.4393005,0.95,1.25,0.95,0.937778,1.25,0.72963,2.0388899,2,0.816667,0.739089,1,0.36802,2.25,16.0601006,8.9248199,351.3080139,188.0149994,0.09,0.27,1.20375,1.9680001,21.3299999,13.3199997,4.2288699,3.70014,28.8899994,29.5200005,5.8167601,29.8619995,29.8619995,18.6951008,39,24,15,54.3706017,33.4588013,20.9118004,40.276001,41.1543007,26.7947998,22.1560993,31.3344994,64.0295029,57.7658005,64.9375,30.6595001,39.9510994,23.5233994,32.7594986,38.1573982,24.1226997,60.3194008,56.9397011,45.0250015,20.9757004,22.0419006,15.6646996,71.7300034,15.3095999,28.9274998,311.7850037,316.7149963,0.18,0.18,1.428,2.6224101,29.0699997,37.7099991,4.4522901,8.3055897,64.2600021,76.0500031,6.6568599,21.4176006,16.5221996,21.4176006,74,45,29,41.9286995,25.4972,16.4314995,36.4099998,43.0903015,80.0206985,69.3360977,89.0488968,70.7745972,68.6287003,71.7330017,48.5918007,38.4622002,50.2843018,51.7557983,48.4539986,56.8792992,120.2549973,90.3526993,117.7839966,36.6299019,33.2532997,40.8012009,176.4900055,14.5353003,53.9799995,293.9020081,349.7609863,0.18,0.27,1.50814,4.0791202,30.9599991,75.4199982,4.4324698,14.2671003,105.5699997,138.6900024,7.3341398,24.6112995,10.1203003,24.6112995,104,70,34,33.8972015,22.8153992,11.0818005,34.4089012,45.2038994,120.8789978,91.0376968,143.5950012,85.4309006,70.7069016,72.379097,41.7396011,40.6428986,100.2190018,69.6519012,51.4291,107.1699982,232.2120056,122.1449966,223.1029968,59.5042992,36.3638992,77.5682983,306.8099976,0,0.110988,7.0882201,11.5869999,0,2.33074,12.3915997,15.4590998,0,2.33074,12.3915997,15.4590998,0,2.33074,12.3915997,15.4590998,0,2.44173,15.1962996,18.5977993,0,2.44173,16.2161999,21.5312004,0,2.44173,16.2161999,21.5312004,0,2.44173,16.2161999,21.5312004,0,2.44173,16.2161999,21.5312004,0,2.44173,16.2161999,21.5312004,0,2.44173,16.2161999,21.5312004,0,0,0,0,0,34.8502007,39.1127014,37.5769997,48,43.1743011,43.039299,39.9530983,48,43.1743011,43.039299,39.9530983,48,43.1743011,43.039299,39.9530983,100,99.7779999,97.8582001,83.8368988,100,99.7779999,97.8582001,83.8368988,100,99.7779999,97.8582001,83.8368988,100,100,97.9601974,83.8955994,100,100,97.9601974,83.8955994,100,100,97.9601974,83.8955994
1,EMPAID_N1WS06A_2019,2019,6/19/2019,EM_PAID,WHWO,KEK,N1WS06A,EMPAID_1WS,EMPAID_1WS06,PB,546941.215,4968416.937,NAD83 11N,130,1.75,N,3,S,PIPO,2.2,49.5,212,WHWO,S,B,95,14,M, ,HTB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.468,0,20,0.18,0.45,0.18,0.45,0,0.18,0,0.09,0.36,0.9,18.1282997,24,8,24,4,2,2,177.7779999,88.8889008,88.8889008,16,40,1,0.5,1.2,47.3804016,0,20,0.75,0.5,1.25,0.875,0.5,1.25,1,0,0.5,0.414578,0,0.25,2.25,41.5014,3.2295001,219.6529999,160.8829956,0.135,0.225,7.125,0.9,42.0299988,5.2199998,15.6503,1.44795,42.75,21.6000004,10.4420004,58.7201996,58.7201996,7.40276,30,6,24,41.8235016,8.3647003,33.4588013,59.5984993,30.1128998,7.1637402,3.10917,15.1884003,147.996994,56.1110001,64.856102,8.8402395,117.0240021,6.8271599,24.9713993,84.3971024,10.1148996,115.6930008,115.6930008,22.2649994,36.9567986,47.355999,6.5601401,71.7300034,88.7313004,7.88943,379.7219849,266.5419922,0.18,0.18,5.7547102,0.973469,93.0599976,15.9300003,21.8519001,2.5947001,97.8300018,47.7000008,11.8032999,52.7792015,52.7792015,9.0769997,66,17,49,37.3959007,9.6322699,27.7635994,55.4309006,27.0270004,20.7038994,15.4995003,31.3778,141.4369965,43.5266991,76.8990021,16.5767994,258.8630066,12.7133999,64.322403,198.2089996,17.8719006,257.3259888,251.6900024,54.2882996,90.975502,86.2740021,13.7433004,176.4900055,125.3460007,6.1616502,427.571991,257.0400085,0.27,0.18,6.5007701,0.81,144.9900055,16.4699993,27.7954006,2.0820301,169.0200043,73.7099991,15.1062002,47.2865982,47.2865982,5.39748,117,26,91,38.1343002,8.4743004,29.6599998,55.0895004,24.0245991,74.4898987,94.9950027,27.4706993,179.8619995,57.8232994,92.5479965,13.9997997,274.8959961,9.56989,67.653801,253.6640015,14.5080004,411.8710022,393.17099,58.9029007,121.6829987,146.677002,13.4268999,306.8099976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.45,55.5555992,0.0000012,0.405,0.45,0.405,0.45,0.45,0,0.225,0,0.81,0.45,5.6119099,28,28,20,3,2,1,133.3329926,88.8889008,44.4444008,36,20,0.5,0.777778,0,98.1306992,55.5555992,0,0.5,1.125,0,0.75,1.125,0,1.75,1.25,0,0.73598,0.625,0,2.25,6.5321102,40.6954002,246.0119934,219.0220032,0.09,0.135,0.92625,7.02,9.6300001,41.3100014,2.2786901,15.3753004,22.2299995,42.1199989,12.7379999,57.7164001,13.5508003,57.7164001,30,24,6,41.8235016,33.4588013,8.3647003,30.9911995,58.7201996,8.07337,16.6205006,3.5623901,98.7480011,51.3961983,51.7775993,25.6716003,20.1711998,103.6439972,32.7770004,20.5291996,81.7684021,113.3150024,44.9534988,113.3150024,32.3666,10.5511999,42.3376999,71.7300034,12.0859003,85.8812027,323.7839966,393.0950012,0.18,0.18,1.0524499,5.2199998,20.7000008,89.7300034,3.40766,20.5195007,51.5699997,93.9599991,13.2946997,50.8923988,11.7797003,50.8923988,67,49,18,37.9625015,27.7635994,10.1989002,29.2198009,53.2380981,22.3082008,40.8595009,12.1261997,125.927002,80.228302,82.9927979,27.9860992,22.8523006,94.7899017,54.100399,30.0680008,119.5220032,248.3099976,93.0411987,244.4210052,68.1269989,24.1229992,99.194603,176.4900055,13.2839003,118.8389969,336.3370056,518.9349976,0.18,0.18,1.07892,4.2550001,29.7900009,134.6399994,3.6287999,22.0806999,89.5500031,153.1799927,11.4338999,43.9132004,9.7389297,43.9132004,119,83,36,38.7862015,27.0526009,11.7335997,29.1874008,49.9267006,50.4453011,54.1357994,48.287899,140.8379974,90.9349976,91.7052994,32.4453011,23.1299992,94.5397034,78.1179962,37.5481987,171.654007,386.4190063,119.762001,381.2130127,110.0189972,34.1444016,157.4160004,306.8099976,72,44.2840996,33.4012985,23.6432991,72,57.9356003,44.5690994,30.2434998,72,57.9356003,44.5690994,30.2434998,72,57.9356003,44.5690994,30.2434998,72,57.9356003,44.5690994,30.2434998,72,57.9356003,44.5690994,30.2434998,72,57.9356003,44.5690994,30.2434998,72,57.9356003,44.5690994,30.2434998,72,57.9356003,44.5690994,30.2434998,72,57.9356003,44.5690994,30.2434998,72,57.9356003,44.5690994,30.2434998,0,0,0,0,100,92.2309036,74.5028,65.8551025,100,92.7857971,78.2254028,68.2312012,100,92.7857971,78.2254028,68.2312012,100,92.7857971,78.2254028,68.2312012,100,93.8956985,93.3197021,89.2050018,100,93.8956985,93.3197021,89.2050018,100,93.8956985,93.3197021,89.2050018,100,93.8956985,93.4216995,89.3516998,100,93.8956985,93.4216995,89.3516998,100,93.8956985,93.4216995,89.3516998
